Default,Gender,AvgBal,Income
No,M,763,50294
No,F,844,17992
No,F,1316,16328
No,F,560,9358
No,M,355,52927
No,M,1635,31541
No,M,697,63952
No,M,444,47858
No,M,1586,49011
No,M,1322,48907
No,M,942,34560
No,F,1426,20780
Yes,F,1359,25548
No,M,1505,36697
No,M,48,32081
No,M,0,37343
No,F,802,19000
No,M,601,43846
No,M,1440,41815
No,F,1184,23236
No,M,32,33703
No,M,580,55724
No,F,592,8815
No,M,916,37720
Yes,M,2007,50034
No,F,1217,18141
No,M,971,46052
No,M,665,36999
No,M,874,46204
No,M,444,56881
No,M,642,44858
No,F,1106,21202
No,M,617,46107
No,M,1164,38760
No,M,829,28428
No,M,23,37976
No,M,717,45268
No,M,168,49087
No,M,822,35358
No,M,770,39401
No,M,0,61609
No,M,1039,33784
No,F,1050,16964
No,F,928,20641
No,M,1015,38781
No,F,1391,11686
No,M,290,47724
No,M,656,26552
No,M,1457,24089
No,F,1241,19703
No,M,637,31871
No,M,1665,48296
No,M,826,31662
No,M,0,41671
No,F,1152,18644
No,F,711,22000
No,M,1221,29371
No,M,781,36745
No,M,0,42617
No,M,919,33866
No,M,156,50136
No,M,0,44754
No,F,1521,20044
No,M,407,38285
No,M,555,22789
No,M,705,35864
No,F,916,28840
No,M,1083,45260
No,F,771,20655
No,M,1700,53845
No,M,679,36695
No,M,763,44162
No,F,1197,25652
No,M,627,47489
No,F,1176,18178
No,M,660,33598
No,F,823,10923
No,M,842,38162
No,M,1248,41556
No,F,1406,27071
No,M,420,44990
No,F,92,19154
No,M,157,50132
No,M,667,51876
No,M,807,55736
No,M,0,47935
No,M,1378,40229
No,M,354,25427
No,M,596,55591
No,M,102,44600
No,M,637,48462
No,M,1275,18045
No,M,403,29201
No,M,620,53748
No,M,1112,31059
No,M,1235,29992
No,M,850,45530
Yes,F,2352,24068
No,M,1518,53972
No,M,0,27456
No,M,542,37640
No,F,1401,17689
No,M,329,46028
No,M,530,21737
No,F,0,16156
No,M,1112,27695
No,M,291,23480
No,M,1133,36457
No,F,489,15912
No,M,927,25363
No,M,784,33152
No,F,246,20047
No,F,861,11576
No,M,1838,32308
No,F,919,16111
No,M,1040,16905
No,M,952,41690
No,M,749,46478
No,M,70,36217
No,M,1002,43048
No,M,949,14096
No,M,984,24667
No,M,0,51055
No,F,1209,12831
No,M,527,28931
No,M,672,40908
No,M,807,49368
No,F,1189,17288
No,M,612,31368
No,M,2,42381
No,M,508,45728
No,M,1678,41814
No,F,0,17791
No,F,379,14328
No,F,1203,20973
No,F,1039,21840
No,M,333,29400
No,M,1322,43803
No,F,1579,15112
No,M,853,46663
No,M,1408,43034
No,M,0,58212
No,M,350,46894
No,F,1276,27732
No,M,17,24492
Yes,M,1288,44253
No,M,861,47970
No,M,1210,40606
No,M,1068,28077
No,M,832,32203
Yes,M,1748,18966
No,M,0,50559
No,F,1177,13737
No,F,0,13622
No,M,943,26389
No,M,61,37604
No,M,1437,38571
No,M,344,43484
No,M,1018,30847
No,F,1173,23811
No,M,980,44869
No,M,445,51584
No,M,282,50501
No,F,1420,26425
No,M,655,32400
No,M,1389,21151
No,M,0,41239
No,M,0,31722
No,F,1132,15676
No,M,1330,50459
No,M,815,37947
No,M,1163,38323
No,M,769,49590
No,M,698,38960
No,M,0,44712
Yes,F,1789,17668
No,M,1125,50702
No,M,1012,60698
No,M,0,54610
No,M,482,34479
No,F,1384,17245
No,M,857,42663
No,M,994,52189
No,M,203,40490
Yes,M,1857,33446
No,M,567,67018
No,M,1429,51633
No,M,1339,44258
No,F,216,23222
Yes,M,1126,34758
No,M,515,57242
No,F,565,21315
No,F,706,11122
No,M,390,39030
No,M,691,43511
No,F,1597,21581
No,M,1578,51414
No,F,1364,18140
No,M,819,22406
No,M,0,54659
No,M,870,40535
No,M,629,35695
No,M,218,39616
No,F,1703,25203
No,M,87,31893
No,F,967,27078
No,F,330,17763
No,M,594,24274
No,M,51,38764
No,M,345,27013
No,F,741,17700
No,M,1129,45044
No,M,1549,43240
No,F,472,13685
No,M,466,26598
No,M,634,37672
No,M,959,46133
No,M,1635,36996
No,M,156,37600
No,M,1061,37410
No,M,862,59241
No,F,381,22043
No,M,185,35058
No,M,1690,46228
No,M,407,41505
No,M,626,35196
No,M,1915,21361
No,F,1017,21702
No,M,669,46007
No,M,574,46696
No,F,256,15628
No,F,1366,22302
No,M,1195,35622
No,M,286,30026
No,F,1260,8549
No,M,660,42055
No,F,584,12241
No,M,1025,40380
No,M,1045,50639
No,M,523,37482
No,M,213,46844
No,M,0,44464
No,M,317,30294
No,M,625,58912
No,F,789,21141
No,M,454,39608
No,M,1293,65128
No,M,964,48406
No,M,316,39960
No,M,826,53874
No,M,667,24614
No,F,950,17932
No,M,0,31364
No,M,650,44359
No,M,449,38426
No,M,1326,35158
No,M,1322,51845
No,M,575,25670
No,M,392,20675
No,F,716,15150
No,M,359,50990
No,M,947,9365
No,M,185,49716
No,M,601,49727
No,M,965,34783
No,M,937,42169
No,M,1226,43719
No,M,581,32454
No,M,62,51206
No,M,1654,23138
No,F,994,17402
No,F,1081,16900
No,M,664,51135
No,F,0,18252
No,M,11,52196
No,F,1403,28208
No,M,1006,34587
No,F,831,17572
No,M,154,29153
No,M,498,55544
No,F,602,16949
No,M,832,51737
No,M,1558,36742
No,M,705,23953
Yes,M,1234,43765
No,F,816,19142
No,M,768,43326
No,F,1725,18268
No,M,1004,53397
No,F,953,15083
No,M,1965,31805
No,M,930,21575
No,M,500,69343
No,M,1140,41776
No,M,518,27527
No,M,1168,35969
No,M,1402,32742
No,M,0,26493
No,M,42,31813
No,M,989,35129
No,M,10,27237
No,F,1299,20492
No,M,987,50046
No,M,921,40528
No,M,534,30949
No,F,1250,16251
No,F,732,26433
No,M,655,38193
No,M,224,51200
No,M,636,40497
No,F,1384,13707
No,M,979,46320
No,F,1464,15657
No,M,1303,50710
No,F,51,16252
No,M,1235,50866
No,F,1047,18069
No,F,1033,21123
No,F,1286,24107
No,M,1265,49386
No,M,1033,42495
No,M,566,39033
No,M,522,22209
No,F,313,28399
No,M,0,56944
No,F,983,20312
No,M,430,47462
No,F,1256,22023
No,M,1082,54100
No,M,450,52446
No,M,815,42520
No,F,1068,13639
No,M,549,64953
No,M,928,41482
No,M,1477,54845
No,F,786,19189
No,M,1494,38744
No,M,1074,50491
No,M,693,46466
No,M,849,22750
No,M,1234,72461
No,M,1264,35385
No,M,1475,39872
No,M,700,25919
No,M,804,41429
No,M,121,36206
No,M,1032,38692
No,M,564,60222
No,M,377,37443
No,M,0,29098
No,F,689,18794
No,F,583,17354
No,M,1510,41247
No,M,43,34317
No,M,861,36605
No,M,204,51108
No,M,1059,59865
No,M,1208,33417
No,M,616,34591
No,M,1019,34104
No,M,1437,46755
Yes,M,1801,48709
No,M,0,62160
No,F,1007,10365
No,M,869,40902
No,M,1069,26315
No,M,839,34359
No,M,1278,25591
No,M,264,45987
No,M,1169,47561
No,F,1601,24223
No,M,456,43943
No,F,1578,12779
No,F,1205,19890
No,F,1116,22553
No,F,950,13299
Yes,M,1548,37524
No,M,256,40227
No,F,1368,12490
No,M,401,53901
No,F,1021,13095
No,M,596,12136
No,M,290,36842
No,M,776,37022
No,M,895,43554
No,M,1799,57192
No,M,1112,40576
No,F,1225,5524
No,M,928,40618
No,M,252,38495
No,F,1128,15669
No,M,424,23984
No,F,1084,26714
No,M,1360,29868
No,F,1009,8869
No,M,0,36923
No,M,337,40627
No,M,537,52514
No,M,600,39396
No,M,938,46371
Yes,M,2095,44648
No,M,1177,30579
No,M,1100,48202
No,M,418,54009
No,M,1176,19030
No,M,1245,40291
No,F,1381,23904
No,M,1069,37172
No,M,636,49415
No,M,348,49333
No,M,1580,45407
No,M,288,36515
No,F,1627,11702
No,F,846,19577
No,M,1396,54149
No,F,340,27387
No,F,1634,18037
No,M,75,50551
No,F,376,20740
No,F,770,1498
No,M,347,18488
No,M,771,45957
No,M,1272,21503
No,F,985,17264
No,M,751,27180
No,M,830,35594
No,M,910,25184
No,M,713,20810
No,M,978,33691
No,M,1379,57844
No,M,1323,51956
No,M,460,47305
No,F,596,16085
Yes,F,1538,21357
No,M,472,60656
No,M,1187,27494
No,F,541,21245
No,F,1286,20030
No,F,1723,23279
No,M,289,30471
No,F,1596,23308
No,M,1065,45738
No,F,1941,14756
No,F,890,16701
No,M,605,27419
No,M,1004,24978
No,F,1464,21826
No,M,322,19420
No,M,640,34880
No,M,687,26903
No,F,978,15074
No,M,337,35041
No,M,881,34605
No,M,1286,39531
No,M,940,52383
No,F,730,9872
No,M,0,39463
No,F,1471,12665
No,F,817,13932
No,F,1323,23073
No,F,384,11778
No,M,1635,40868
No,M,846,38353
No,M,365,10240
No,F,834,11078
No,F,1868,16650
No,M,824,34857
No,M,1255,23297
No,M,1024,45202
No,M,0,43931
No,F,1448,16421
No,F,1058,21571
No,F,1027,16259
No,F,1213,18090
Yes,M,1815,23648
No,F,168,16772
No,M,273,32687
No,F,0,18876
No,M,1387,29713
No,M,625,48345
No,M,263,17823
No,M,987,44605
No,F,0,13911
No,F,884,17543
No,M,930,45178
No,M,752,52663
No,F,0,20878
No,F,880,17864
No,F,1314,20030
No,M,319,34297
No,M,996,57973
No,M,1123,45367
No,M,111,32419
No,M,582,31655
No,M,982,38153
No,M,875,37144
No,M,650,41428
No,M,1453,43419
No,F,1444,19146
No,M,0,28705
No,M,737,50265
No,M,106,41515
No,F,1274,19636
No,M,863,50668
No,M,1505,38223
No,F,1183,17288
No,M,853,39553
No,F,161,19687
No,M,1119,46578
No,F,272,14081
No,M,584,24581
No,M,912,40503
No,M,746,54678
No,F,1291,17137
No,M,573,43382
No,M,446,42344
No,M,865,53799
No,M,887,43410
No,F,452,11460
No,M,558,42767
No,M,1602,41828
No,M,503,36521
No,M,522,47033
No,M,1215,21630
No,F,596,22324
No,M,926,41502
No,M,523,35893
No,M,986,38665
No,F,886,22366
No,M,562,63795
No,M,503,37750
No,M,1375,47099
No,F,1089,19054
No,M,770,25446
No,M,797,35035
No,F,389,22908
No,M,589,38256
Yes,M,2074,52336
No,M,1128,51778
No,M,1143,40823
No,F,1008,16814
No,F,789,18654
Yes,M,962,27600
No,F,1265,23853
No,F,1627,19630
No,F,979,17666
No,M,769,47003
No,M,715,48116
No,M,223,51663
No,M,1659,36642
No,M,1062,50894
No,M,39,30962
No,M,1217,37968
Yes,M,1826,39408
No,F,294,10593
No,M,1589,45093
No,M,1926,46535
No,M,893,9300
No,F,1583,23435
No,F,969,13868
No,M,258,38310
No,F,492,23690
No,M,1241,35599
Yes,M,1659,38204
No,F,877,22047
No,M,0,47231
No,F,1041,12079
No,M,1807,36307
No,M,0,45179
No,M,1501,27355
No,M,1330,50561
No,M,914,15221
No,M,899,37920
No,M,0,37517
No,M,458,49909
No,M,882,43550
No,M,603,25376
No,M,513,19022
No,M,881,35579
No,M,816,48647
No,M,1296,39718
No,M,1741,48311
Yes,M,1506,47061
No,M,906,49816
No,M,1278,41691
No,M,46,32526
No,M,630,50114
No,M,271,33490
No,M,1486,34705
No,F,831,14421
Yes,F,1719,15752
No,M,936,21731
No,F,482,17459
No,M,336,29403
No,M,870,17685
No,M,528,47963
No,M,1104,40006
No,F,1221,6744
No,M,1339,35072
No,F,1129,22690
No,M,916,42331
No,M,834,34175
No,M,382,49115
No,M,219,34513
No,M,1157,53450
Yes,F,2047,17911
No,F,1368,16450
No,F,1303,18211
No,M,1175,35830
No,F,256,18201
No,M,909,46174
No,F,1107,30619
No,M,618,49386
No,M,933,61193
No,M,548,50619
Yes,F,1726,13655
No,M,581,52918
No,M,357,44473
No,M,645,38795
No,F,737,24638
Yes,M,1666,25055
No,F,1215,20456
No,F,1003,11604
No,M,363,51821
No,F,0,18236
No,M,30,26710
No,F,1036,15068
Yes,M,959,59435
No,M,391,57525
No,M,451,38348
No,M,1413,53296
No,M,217,28860
No,F,1027,24347
No,M,144,48250
No,F,888,16993
No,M,1200,38251
No,F,1075,21569
No,M,933,44714
No,F,1435,16613
No,M,445,51386
No,M,853,31607
No,F,973,23034
No,F,102,20671
Yes,M,652,46155
No,M,133,33371
No,M,1128,49541
No,M,1315,52556
No,F,1026,21562
No,M,786,48179
No,F,1775,20386
No,M,362,50906
No,M,1155,61089
No,M,18,43248
No,M,0,40738
No,F,1741,17478
No,F,1229,18810
No,F,1670,20301
No,M,1585,45447
No,M,751,37304
No,M,1063,39301
No,M,710,46308
No,M,1064,26046
No,M,163,33935
No,M,615,40237
No,M,1011,28173
No,F,1658,22010
No,M,1491,39596
No,F,1630,16311
No,M,781,53179
No,M,476,25774
No,M,892,28188
No,F,1672,9982
No,M,814,33358
No,M,1280,23647
No,M,564,30381
No,M,526,8018
No,M,837,61951
No,F,1847,19389
No,F,718,19568
No,F,1936,9431
No,M,808,56205
No,M,219,53260
No,F,118,15473
No,M,988,49057
No,F,673,14431
No,F,616,14664
No,F,476,19994
No,M,222,43668
No,M,959,38310
No,M,576,36959
No,M,1018,37242
No,M,1764,36686
No,M,883,38409
No,M,830,36523
No,M,163,40600
No,F,3,18710
No,M,51,39386
No,M,806,35259
No,M,1186,50372
No,F,358,14339
No,F,1591,21784
No,F,822,20906
No,M,1083,41356
No,M,779,34090
No,M,5,44572
No,M,59,26939
No,F,966,23117
No,M,684,37383
No,M,0,41161
No,M,1139,24574
No,M,1293,48040
No,M,305,47218
No,M,1215,51805
No,F,306,16595
No,M,694,40149
Yes,F,1502,18603
No,M,1645,36839
No,M,280,58567
No,M,1267,40035
No,M,456,47634
No,M,962,44696
No,F,699,25103
No,M,619,42869
No,M,871,39653
No,M,218,47657
No,M,713,44605
No,F,306,13935
No,M,1315,33707
No,M,1058,39708
No,F,626,16134
No,M,1303,28979
No,M,1408,33697
No,F,927,19243
No,M,1018,25394
No,M,0,36337
No,M,725,27801
No,F,325,15963
No,M,446,25172
No,M,1367,45920
No,M,1354,39879
No,M,1556,34418
No,M,1267,51198
No,F,641,19056
No,M,658,41883
No,F,809,18792
No,M,819,50083
No,F,1365,23281
No,M,397,32657
No,M,422,32290
No,M,969,46027
No,F,1490,15911
No,F,1079,17967
No,M,809,39077
No,F,642,16400
No,M,872,44408
No,F,1005,9643
No,F,1171,19474
No,M,1434,44618
No,M,579,50814
Yes,M,2129,42097
No,F,843,14462
No,M,4,42174
No,M,218,36045
No,F,718,23407
No,F,1147,14336
No,M,969,41715
No,M,1125,45623
No,M,419,37187
No,F,321,12590
No,M,427,38496
No,M,949,36558
No,M,969,17352
No,M,1189,42286
No,F,1437,22925
No,F,843,12269
No,M,1411,58310
No,F,599,23119
No,M,73,13301
No,M,1348,29346
No,M,0,37538
No,F,1281,20575
No,M,1089,43883
No,M,1112,47255
No,M,1124,46052
No,M,0,48112
No,F,712,15132
No,M,549,44909
No,M,385,55269
No,M,1132,56152
No,M,399,48890
No,F,810,15102
No,M,1037,46239
No,M,928,38197
No,M,1000,43661
No,M,649,31039
No,M,1391,48415
No,M,1059,38918
No,M,416,44147
No,M,771,42418
No,M,728,20456
No,M,239,49328
No,F,1220,17208
No,M,954,41250
No,M,143,17435
No,F,1669,13771
No,F,720,17196
No,M,295,45777
No,M,804,51015
No,M,619,45886
No,M,1157,38867
No,M,288,46617
No,F,1071,11383
No,M,452,29255
No,M,492,39305
No,F,1033,18958
No,M,1192,49005
No,F,1463,14381
No,M,152,23367
No,M,182,45508
No,M,732,42694
No,M,1916,23317
No,F,420,18073
No,M,1419,33961
No,F,812,20017
No,M,214,38721
No,F,799,19547
No,M,831,58477
No,F,714,24324
No,F,871,16446
No,M,301,51540
No,F,1236,21707
No,M,572,42485
No,M,546,52620
No,F,1407,25590
No,M,1171,27338
No,M,323,25267
No,M,498,43898
No,M,92,22726
No,M,395,45084
No,F,185,11126
No,M,210,35688
No,M,376,31373
No,M,1492,39005
No,M,906,43066
No,F,628,18540
No,F,1225,22327
No,M,667,35694
No,M,279,30114
No,M,1390,48868
No,M,1061,49397
No,F,1081,20440
No,F,913,14262
No,M,534,34129
No,M,280,26213
No,F,802,18698
No,M,1125,37864
No,F,1569,13711
No,M,755,33461
No,F,861,27187
No,M,1234,49448
No,M,700,48774
No,M,915,39789
No,M,1650,49482
No,M,367,33709
No,M,401,37173
No,M,0,43599
No,M,1902,35009
No,M,983,60388
No,M,718,43827
No,M,874,24707
No,M,1577,33319
No,F,1701,20845
No,M,426,14541
No,M,668,52946
No,F,0,20195
No,F,765,18347
No,M,1030,34251
No,M,426,38586
No,M,0,33221
No,M,1039,40029
No,M,603,50215
No,F,1447,8797
No,M,1396,39023
No,M,297,39082
No,M,614,34752
No,M,829,39984
No,M,675,58672
No,F,1670,15838
Yes,F,1531,13004
No,F,356,21466
No,M,284,37464
Yes,M,1699,27375
No,M,0,22074
No,F,1039,10415
No,M,393,45470
No,M,23,56687
No,F,1504,14662
No,F,800,23025
No,M,1535,48592
No,F,655,18266
No,F,940,11331
Yes,F,1867,24720
No,M,400,40863
No,M,381,55896
No,M,1510,24428
No,M,1210,58175
No,M,1360,46235
No,M,1268,10234
No,M,890,38350
No,M,1509,30587
No,M,1260,35733
No,M,0,39043
No,M,67,48792
No,M,1133,33678
No,F,0,17558
No,M,862,32901
No,M,796,37923
No,M,1356,42263
Yes,M,1976,38222
No,M,664,43951
No,M,0,39470
No,M,398,33057
No,M,304,47196
No,M,1293,52542
No,M,1664,54088
No,M,1070,34539
No,F,619,20837
No,F,1609,16374
No,F,1538,15991
No,M,734,56254
No,M,932,40913
No,M,0,43594
No,M,525,54739
No,M,1135,37963
No,M,1116,30620
No,M,158,42126
No,F,11,19388
No,F,435,16775
No,F,863,20426
No,F,823,22376
No,F,1204,20905
No,M,902,35284
No,M,1001,36709
No,F,715,21309
No,M,325,41258
No,F,949,8504
No,M,751,68883
No,M,1485,32479
No,M,1254,41767
No,M,1262,29546
No,F,46,13950
No,M,0,43969
No,F,906,19276
No,M,274,21912
No,M,1038,53823
No,F,508,14926
No,M,544,34391
No,F,1220,15040
No,F,697,22254
No,F,1067,15553
No,M,762,46837
Yes,M,1974,27340
No,M,1021,44718
No,M,783,36917
No,M,1354,29591
No,M,678,31158
No,M,318,63022
No,M,141,41301
No,M,759,48560
No,M,1134,47189
No,M,0,34836
No,M,600,48086
No,F,529,20359
No,M,962,60455
No,M,675,44480
No,F,1039,12313
No,F,657,19017
No,M,1104,39533
No,M,2391,50303
No,M,440,39396
No,M,1071,36017
No,M,1275,58962
No,M,763,35278
No,M,782,65618
No,M,854,46292
No,M,323,33674
No,M,980,31978
No,M,1077,33071
Yes,M,1336,37595
No,M,438,44738
No,M,955,45575
No,F,923,19137
No,M,728,50404
No,M,260,40405
No,F,607,26719
No,F,512,24193
No,M,0,53946
No,M,664,38338
Yes,M,2288,52044
No,M,0,41741
No,M,1694,26996
No,F,906,22659
No,M,764,49201
No,M,1219,45594
No,M,496,33783
No,M,1695,26624
No,F,1129,17719
No,M,978,43410
No,M,1085,15982
No,M,1249,31960
No,M,1071,58135
No,M,834,33688
No,M,1501,39892
No,F,959,25282
No,M,981,54020
No,M,1018,29828
No,F,1106,9611
Yes,M,2149,44310
No,F,1114,17811
No,F,1883,15968
No,M,1189,29890
No,M,1092,43579
No,M,748,40727
No,M,632,35053
No,M,478,34319
No,M,1129,29722
Yes,F,1628,17547
No,M,626,53756
No,M,751,31574
No,M,1075,41546
No,F,501,23091
No,M,876,39499
No,F,580,17624
No,M,560,28419
No,F,364,21488
No,M,899,41268
No,F,706,19891
No,M,846,36116
No,M,813,44708
No,M,529,44539
No,M,1486,51022
No,M,696,37600
No,F,1776,13735
No,M,320,53135
No,M,879,52946
No,F,422,21745
No,M,449,47494
No,M,611,38712
No,M,462,37617
No,F,1479,13375
No,M,1105,32371
No,F,734,17619
No,M,583,37119
No,M,457,21892
Yes,M,1750,51579
No,M,880,33682
Yes,M,1516,48689
No,M,14,31072
No,F,777,14230
No,F,866,18064
No,F,692,18689
No,M,416,38426
No,M,1766,47642
No,M,1391,53255
No,M,0,37982
No,F,827,18857
No,M,897,48703
No,F,1635,13519
No,M,454,32179
No,M,790,30778
No,F,905,13486
No,M,1439,20188
No,M,1093,43483
No,F,872,14248
No,M,991,44446
No,F,1295,25687
No,F,181,20976
No,M,755,14456
No,M,876,37668
No,F,933,26051
No,M,908,21288
No,M,218,25401
No,F,915,16624
Yes,M,2202,47287
No,M,173,30697
No,F,770,13685
No,M,739,40657
No,M,624,59441
No,M,507,49861
No,M,875,52862
No,M,843,39957
No,F,401,15332
No,M,1093,45479
No,M,0,31935
No,F,999,20013
No,M,372,25375
No,M,659,54802
No,M,1112,45491
No,M,939,56633
No,F,172,14956
No,M,712,52992
No,M,758,19661
No,M,845,58636
No,M,1569,36669
No,F,201,16863
